EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,OverTime,DistanceFromHome,BusinessTravel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,Attrition
1238,40,Male,Divorced,3,Life Sciences,Research & Development,Healthcare Representative,3,11474,10,0,0,3,Yes,15,Travel_Rarely,4,4,2,2,0
1239,57,Male,Married,3,Medical,Research & Development,Research Scientist,2,4939,2,0,6,1,No,19,Travel_Rarely,4,3,4,4,0
1240,33,Male,Single,3,Medical,Research & Development,Laboratory Technician,2,6282,0,2,0,0,No,8,Travel_Rarely,1,2,3,2,0
1241,51,Female,Married,3,Technical Degree,Research & Development,Laboratory Technician,4,11657,18,4,4,2,No,13,Travel_Rarely,3,3,3,3,0
1242,47,Male,Married,3,Life Sciences,Sales,Sales Executive,1,2053,0,3,3,1,No,18,Travel_Rarely,3,3,3,3,0
1243,47,Male,Married,2,Medical,Sales,Sales Representative,3,10071,14,1,0,4,No,22,Travel_Frequently,4,1,4,3,0
1244,49,Male,Single,2,Technical Degree,Research & Development,Laboratory Technician,1,1576,2,3,0,0,No,24,Travel_Rarely,4,4,3,4,0
1245,46,Male,Single,1,Life Sciences,Research & Development,Laboratory Technician,1,1722,0,3,2,0,No,17,Travel_Rarely,4,1,3,2,0
1246,44,Male,Married,1,Medical,Research & Development,Research Scientist,3,11737,5,0,1,2,No,6,Non-Travel,1,3,3,2,0
1247,31,Female,Single,3,Life Sciences,Research & Development,Manufacturing Director,3,10779,19,0,7,2,No,25,Travel_Rarely,4,4,4,4,0
1248,26,Female,Married,4,Life Sciences,Sales,Sales Representative,2,3741,16,0,1,3,Yes,15,Travel_Rarely,3,3,3,3,0
1249,54,Female,Married,4,Life Sciences,Research & Development,Research Scientist,2,5972,0,0,8,1,No,13,Non-Travel,4,4,2,3,0
1250,43,Male,Married,3,Technical Degree,Research & Development,Healthcare Representative,2,6660,0,4,1,4,No,26,Travel_Rarely,3,2,2,1,0
1251,47,Female,Married,2,Life Sciences,Sales,Manager,3,9948,4,1,10,6,No,26,Travel_Rarely,2,4,2,4,1
1252,41,Female,Divorced,1,Medical,Research & Development,Healthcare Representative,1,3448,5,1,4,1,No,18,Non-Travel,3,2,2,4,0
1253,30,Female,Married,3,Medical,Research & Development,Research Scientist,2,5045,6,0,5,3,Yes,11,Travel_Rarely,1,1,2,3,0
1254,30,Male,Married,3,Life Sciences,Sales,Sales Executive,2,6936,0,0,0,2,Yes,13,Travel_Rarely,2,4,3,4,0
1255,45,Male,Married,3,Medical,Research & Development,Manager,1,2627,15,0,2,0,No,1,Non-Travel,4,4,2,3,0
1256,40,Male,Single,3,Marketing,Sales,Sales Executive,1,3135,5,4,0,1,No,18,Travel_Rarely,1,2,3,2,0
1257,33,Male,Single,3,Technical Degree,Research & Development,Laboratory Technician,2,4488,9,0,1,0,No,5,Travel_Rarely,1,4,3,1,0
1258,41,Male,Single,3,Medical,Sales,Sales Representative,3,10145,3,3,2,7,No,6,Travel_Rarely,1,3,3,3,0
1259,28,Male,Married,1,Medical,Research & Development,Laboratory Technician,2,3102,2,0,3,1,Yes,1,Travel_Frequently,3,4,2,3,0
1260,43,Male,Married,3,Life Sciences,Research & Development,Manager,4,15463,18,1,0,2,No,7,Travel_Rarely,4,3,2,4,0
1261,35,Female,Divorced,4,Technical Degree,Sales,Sales Representative,1,1935,4,1,2,1,No,27,Travel_Rarely,1,3,2,4,0
1262,47,Male,Single,2,Life Sciences,Research & Development,Research Scientist,2,6563,10,2,2,2,No,4,Travel_Rarely,1,3,3,4,1
1263,37,Male,Single,3,Marketing,Human Resources,Human Resources,2,6629,15,0,0,1,Yes,9,Travel_Frequently,4,2,3,3,0
1264,40,Female,Divorced,2,Life Sciences,Sales,Sales Representative,2,4714,5,0,2,3,No,15,Non-Travel,4,3,2,3,0
1265,20,Female,Single,4,Technical Degree,Sales,Sales Executive,2,4802,3,0,3,0,No,6,Travel_Rarely,1,3,3,2,0
1266,29,Female,Married,1,Marketing,Human Resources,Human Resources,2,6339,0,4,0,4,Yes,25,Travel_Rarely,4,1,2,3,0
1267,39,Female,Married,3,Marketing,Human Resources,Manager,3,7420,0,0,4,4,No,17,Travel_Rarely,3,2,3,4,0
1268,41,Male,Married,1,Life Sciences,Sales,Sales Representative,2,6391,1,0,2,2,No,20,Travel_Rarely,4,2,3,1,0
1269,43,Female,Single,3,Medical,Sales,Sales Representative,1,2800,1,1,5,0,No,18,Travel_Frequently,3,4,3,4,0
1270,36,Male,Single,2,Medical,Sales,Sales Executive,3,9311,1,1,0,1,No,22,Travel_Frequently,4,3,3,4,0
1271,45,Male,Single,2,Marketing,Human Resources,Human Resources,1,3305,1,2,5,4,No,4,Travel_Rarely,1,4,2,3,0
1272,50,Male,Married,3,Life Sciences,Sales,Sales Executive,1,2995,2,4,0,0,No,9,Travel_Rarely,2,4,3,2,1
1273,47,Male,Married,4,Other,Research & Development,Research Scientist,3,7967,2,1,1,0,No,14,Travel_Frequently,3,3,4,2,0
1274,28,Male,Single,2,Technical Degree,Research & Development,Healthcare Representative,1,1389,0,3,0,2,No,3,Travel_Rarely,3,4,4,2,0
1275,41,Female,Married,1,Life Sciences,Sales,Sales Representative,2,4366,0,1,6,1,Yes,1,Travel_Rarely,4,2,1,1,0
1276,30,Female,Divorced,3,Marketing,Research & Development,Research Scientist,1,1772,5,0,3,1,No,27,Travel_Rarely,3,1,3,3,0
1277,34,Male,Single,3,Medical,Sales,Sales Representative,1,1393,3,3,0,2,No,29,Travel_Rarely,1,3,3,1,0
1278,59,Male,Married,4,Medical,Research & Development,Manufacturing Director,2,3682,2,1,0,1,Yes,11,Travel_Rarely,3,3,4,4,0
1279,31,Female,Married,1,Life Sciences,Sales,Sales Executive,1,1269,5,0,1,0,No,1,Travel_Frequently,3,4,2,2,0
1280,41,Female,Single,3,Medical,Research & Development,Laboratory Technician,2,3148,8,1,0,2,Yes,12,Travel_Rarely,4,3,3,2,1
1281,43,Male,Single,2,Marketing,Research & Development,Manager,1,1810,2,0,2,1,No,25,Non-Travel,3,2,1,3,0
1282,45,Female,Married,1,Life Sciences,Sales,Sales Representative,1,1027,5,0,3,3,No,9,Travel_Rarely,3,4,3,4,0
1283,42,Male,Divorced,3,Medical,Sales,Manager,1,3327,15,1,8,0,No,5,Travel_Rarely,4,3,3,4,0
1284,20,Male,Divorced,3,Medical,Sales,Sales Executive,1,2205,9,2,9,2,No,15,Non-Travel,4,1,3,3,0
1285,37,Female,Married,3,Marketing,Sales,Sales Representative,2,3165,2,1,3,1,No,18,Travel_Rarely,3,3,4,4,0
1286,41,Male,Married,2,Life Sciences,Research & Development,Laboratory Technician,1,3064,5,0,0,1,Yes,9,Travel_Rarely,2,4,3,4,0
1287,29,Male,Married,2,Marketing,Research & Development,Laboratory Technician,2,4173,0,4,1,1,Yes,13,Travel_Rarely,4,4,3,4,0
1288,38,Female,Married,2,Medical,Research & Development,Research Scientist,3,6338,4,0,2,0,Yes,28,Travel_Rarely,4,3,2,2,0
1289,26,Female,Married,5,Life Sciences,Research & Development,Laboratory Technician,2,4068,19,0,2,4,No,13,Travel_Rarely,4,2,3,4,1
1290,29,Male,Single,2,Life Sciences,Research & Development,Laboratory Technician,2,6573,3,0,2,1,No,24,Travel_Rarely,4,1,3,2,0
1291,39,Male,Married,2,Medical,Research & Development,Laboratory Technician,1,1841,13,0,9,2,No,13,Travel_Rarely,4,3,2,4,0
1292,31,Male,Married,2,Technical Degree,Sales,Sales Executive,1,1188,2,0,6,5,No,27,Travel_Rarely,4,4,4,2,0
1293,42,Female,Married,3,Life Sciences,Sales,Sales Representative,3,10746,33,1,0,2,No,10,Non-Travel,4,2,2,4,0
1294,45,Male,Divorced,2,Marketing,Sales,Sales Representative,2,6132,4,3,0,1,No,10,Travel_Rarely,1,2,3,4,0
1295,47,Male,Single,4,Life Sciences,Research & Development,Laboratory Technician,2,3293,0,6,5,1,No,22,Travel_Rarely,3,4,4,1,0
1296,33,Female,Single,2,Medical,Sales,Sales Executive,2,4857,4,2,5,5,No,7,Travel_Rarely,3,4,4,4,0
1297,32,Male,Single,4,Human Resources,Sales,Sales Executive,1,2322,1,0,0,2,No,28,Travel_Rarely,2,3,3,1,0
1298,30,Male,Married,1,Marketing,Sales,Sales Representative,1,3462,0,1,3,2,No,22,Travel_Rarely,4,1,2,2,1
1299,44,Male,Married,3,Life Sciences,Research & Development,Laboratory Technician,2,4647,8,2,3,1,No,5,Travel_Rarely,4,1,3,3,0
1300,45,Female,Married,4,Medical,Sales,Sales Representative,2,3802,1,0,1,4,No,20,Travel_Rarely,4,1,2,4,1
1301,26,Male,Married,1,Life Sciences,Sales,Sales Executive,2,6620,7,2,0,3,Yes,7,Non-Travel,4,3,4,3,0
1302,55,Male,Married,4,Life Sciences,Sales,Sales Executive,3,10526,1,0,6,1,Yes,20,Travel_Rarely,2,1,3,3,1
1303,28,Female,Married,3,Marketing,Sales,Sales Representative,1,2518,1,0,3,2,No,10,Travel_Rarely,4,4,3,4,1
1304,42,Male,Married,4,Marketing,Research & Development,Manufacturing Director,1,1486,18,1,0,1,No,10,Travel_Rarely,3,4,2,4,0
1305,45,Male,Married,3,Life Sciences,Sales,Sales Executive,3,9801,2,1,3,0,No,26,Non-Travel,2,2,3,4,0
1306,51,Male,Divorced,2,Technical Degree,Sales,Sales Representative,2,3088,4,1,4,3,No,25,Travel_Rarely,1,3,3,2,0
1307,45,Male,Single,2,Medical,Research & Development,Research Scientist,2,6280,4,0,6,0,No,21,Travel_Rarely,4,4,4,2,0
1308,47,Male,Single,2,Life Sciences,Sales,Sales Representative,1,1270,4,1,0,2,No,24,Travel_Rarely,3,4,1,1,0
1309,38,Male,Married,1,Medical,Sales,Sales Representative,1,2956,12,3,13,1,No,28,Travel_Frequently,4,4,4,3,0
1310,48,Male,Divorced,1,Medical,Research & Development,Manufacturing Director,2,4772,5,5,0,1,No,13,Non-Travel,3,1,1,2,0
1311,29,Male,Married,1,Medical,Sales,Manager,1,1899,2,0,2,1,No,15,Travel_Frequently,2,1,3,2,0
1312,53,Female,Single,2,Medical,Sales,Sales Executive,3,9477,9,0,3,9,Yes,28,Travel_Rarely,2,4,3,4,0
1313,42,Female,Married,3,Medical,Sales,Sales Representative,3,7744,0,1,1,1,No,28,Travel_Frequently,3,4,2,2,0
1314,48,Female,Married,1,Life Sciences,Research & Development,Research Scientist,2,3277,3,0,1,0,No,6,Travel_Rarely,4,1,1,3,0
1315,40,Female,Single,1,Marketing,Research & Development,Laboratory Technician,1,3000,15,0,6,2,Yes,20,Travel_Rarely,1,3,3,3,0
1316,44,Male,Married,3,Medical,Research & Development,Laboratory Technician,2,5253,4,0,3,1,No,12,Travel_Rarely,4,4,3,1,0
1317,42,Female,Divorced,2,Life Sciences,Research & Development,Laboratory Technician,1,3375,8,2,2,0,No,19,Travel_Rarely,4,2,2,2,0
1318,46,Male,Married,1,Marketing,Sales,Sales Representative,1,2633,5,2,0,0,Yes,11,Travel_Rarely,4,4,3,3,0
1319,29,Female,Married,1,Technical Degree,Sales,Sales Representative,1,1861,9,1,0,0,Yes,6,Travel_Rarely,3,1,3,4,0
1320,28,Female,Married,4,Technical Degree,Research & Development,Research Scientist,1,3383,14,0,0,1,No,1,Travel_Frequently,4,4,3,2,0
1321,35,Female,Single,3,Life Sciences,Human Resources,Human Resources,3,10701,1,1,9,1,No,2,Travel_Rarely,3,3,2,2,0
1322,32,Female,Divorced,2,Life Sciences,Sales,Sales Representative,1,2061,0,0,4,0,No,23,Travel_Rarely,1,2,1,4,1
1323,51,Male,Married,3,Medical,Research & Development,Manager,1,2013,3,1,10,3,Yes,15,Non-Travel,2,4,3,4,0
1324,34,Male,Married,3,Life Sciences,Sales,Sales Representative,4,14299,6,0,0,0,No,4,Travel_Frequently,4,4,3,4,0
1325,58,Male,Married,3,Technical Degree,Sales,Sales Representative,1,2506,1,0,3,5,No,5,Travel_Rarely,1,4,3,4,0
1326,38,Male,Married,3,Life Sciences,Sales,Sales Representative,2,6205,0,0,0,2,No,15,Travel_Rarely,3,2,3,4,0
1327,32,Male,Married,3,Life Sciences,Sales,Sales Representative,1,1707,2,1,4,0,No,11,Travel_Rarely,1,4,3,3,0
1328,47,Female,Single,2,Life Sciences,Research & Development,Research Scientist,1,1977,17,1,1,6,Yes,10,Travel_Rarely,2,3,2,4,0
1329,44,Female,Divorced,1,Life Sciences,Research & Development,Healthcare Representative,3,9461,5,0,0,1,No,17,Travel_Frequently,1,3,4,3,0
1330,41,Male,Divorced,3,Marketing,Sales,Sales Representative,1,2817,2,0,2,1,Yes,2,Travel_Rarely,4,4,3,2,0
1331,42,Female,Married,4,Medical,Sales,Sales Representative,2,6684,1,0,0,1,No,20,Travel_Rarely,3,1,3,2,0
1332,46,Female,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,1,3472,2,1,3,3,Yes,24,Travel_Rarely,4,2,4,2,0
1333,34,Female,Single,3,Life Sciences,Sales,Sales Executive,1,1805,0,0,3,1,No,10,Travel_Rarely,4,3,4,1,0
1334,59,Female,Married,5,Medical,Research & Development,Laboratory Technician,1,2533,0,0,3,0,No,20,Non-Travel,4,1,3,2,0
1335,58,Male,Married,1,Life Sciences,Sales,Sales Representative,1,1719,11,1,14,0,No,3,Non-Travel,3,4,3,1,0
1336,44,Female,Married,3,Medical,Research & Development,Research Scientist,1,1948,30,2,1,3,No,19,Travel_Rarely,3,3,4,4,0
1337,33,Female,Married,3,Medical,Sales,Sales Executive,2,5702,0,0,1,1,No,28,Travel_Rarely,3,3,3,4,0
1338,45,Male,Married,5,Marketing,Sales,Sales Executive,2,3473,0,1,4,0,No,5,Travel_Rarely,3,4,3,3,0
1339,29,Male,Single,5,Technical Degree,Sales,Manager,1,1567,2,4,2,1,No,3,Non-Travel,4,3,3,4,0
1340,25,Female,Married,3,Technical Degree,Sales,Sales Representative,1,3258,3,4,0,3,Yes,8,Travel_Frequently,3,3,3,2,0
1341,35,Male,Single,2,Technical Degree,Sales,Sales Representative,3,11177,1,0,5,1,Yes,5,Travel_Frequently,4,1,4,4,1
1342,40,Female,Married,3,Life Sciences,Research & Development,Research Scientist,3,9144,1,2,0,1,No,28,Travel_Rarely,4,2,3,3,0
1343,51,Female,Single,1,Life Sciences,Sales,Sales Representative,2,3214,1,1,0,4,Yes,12,Travel_Rarely,2,1,3,1,0
1344,46,Male,Single,3,Life Sciences,Sales,Sales Representative,3,10995,7,5,0,0,No,14,Travel_Rarely,3,4,3,1,0
1345,46,Male,Married,4,Technical Degree,Research & Development,Manager,1,2801,6,0,0,2,Yes,7,Travel_Rarely,2,3,3,2,0
1346,39,Female,Married,2,Other,Research & Development,Laboratory Technician,1,2982,5,2,0,6,No,11,Travel_Rarely,3,2,3,1,0
1347,38,Male,Divorced,3,Marketing,Human Resources,Human Resources,2,4096,2,2,0,4,No,8,Travel_Rarely,4,3,3,2,0
1348,38,Male,Married,2,Life Sciences,Research & Development,Research Scientist,2,5514,11,1,1,0,Yes,5,Travel_Rarely,4,2,3,1,0
1349,59,Male,Married,2,Technical Degree,Research & Development,Research Scientist,2,4294,17,2,0,1,No,8,Travel_Rarely,1,4,2,2,0
1350,28,Male,Divorced,2,Medical,Research & Development,Research Scientist,1,3401,0,0,0,0,No,12,Travel_Rarely,1,1,3,2,1
1351,51,Female,Married,3,Life Sciences,Research & Development,Research Scientist,4,16353,1,0,3,5,No,15,Travel_Rarely,1,4,3,4,0
1352,43,Male,Single,4,Medical,Research & Development,Laboratory Technician,2,6390,3,0,0,7,No,19,Travel_Rarely,3,3,2,2,0
1353,40,Female,Married,4,Life Sciences,Sales,Sales Representative,1,3419,0,4,0,1,No,16,Travel_Rarely,4,3,2,2,0
1354,46,Male,Divorced,2,Medical,Sales,Sales Executive,2,3183,2,1,1,2,Yes,14,Travel_Rarely,4,2,2,4,0
1355,41,Male,Married,4,Life Sciences,Sales,Sales Executive,1,1673,4,1,1,4,Yes,28,Travel_Rarely,4,4,3,4,0
1356,51,Female,Single,3,Medical,Research & Development,Laboratory Technician,1,2681,3,1,1,1,Yes,7,Travel_Rarely,4,2,3,3,0
1357,53,Female,Single,2,Medical,Research & Development,Manufacturing Director,1,3369,2,0,1,0,No,8,Travel_Rarely,2,3,2,4,0
1358,39,Male,Single,1,Technical Degree,Research & Development,Research Scientist,1,1434,3,0,3,0,No,7,Travel_Rarely,1,4,3,2,1
1359,36,Male,Married,2,Medical,Sales,Sales Representative,1,2066,15,1,2,1,Yes,18,Travel_Rarely,1,4,3,2,0
1360,43,Male,Married,4,Medical,Research & Development,Manufacturing Director,2,4336,1,5,8,4,No,24,Travel_Rarely,4,3,3,2,0
1361,54,Male,Single,3,Marketing,Research & Development,Manufacturing Director,1,3340,5,0,2,5,No,6,Travel_Frequently,4,4,3,3,0
1362,33,Female,Divorced,3,Technical Degree,Sales,Sales Representative,2,3687,0,0,1,0,No,26,Travel_Rarely,4,4,3,2,0
1363,44,Male,Married,2,Life Sciences,Research & Development,Research Scientist,1,1887,0,0,0,1,No,19,Non-Travel,2,2,3,4,0
1364,44,Male,Married,3,Medical,Sales,Sales Representative,1,1068,4,0,4,1,No,4,Travel_Rarely,3,3,3,2,0
1365,46,Male,Divorced,1,Life Sciences,Research & Development,Research Scientist,3,8103,0,0,0,3,No,23,Non-Travel,4,2,3,4,1
1366,31,Female,Single,2,Life Sciences,Research & Development,Research Scientist,2,5678,0,1,2,2,No,3,Travel_Frequently,1,2,1,2,1
1367,45,Female,Married,3,Medical,Research & Development,Healthcare Representative,4,11419,0,0,1,2,No,17,Travel_Rarely,4,4,4,3,0
1368,54,Male,Married,1,Technical Degree,Research & Development,Healthcare Representative,5,18998,4,0,3,2,No,22,Travel_Rarely,2,3,3,3,0
1369,32,Female,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,1,1242,6,2,7,0,No,19,Non-Travel,1,1,3,4,0
1370,34,Male,Divorced,2,Marketing,Research & Development,Laboratory Technician,1,2497,1,4,8,1,No,27,Travel_Rarely,4,4,3,2,0
1371,58,Male,Single,3,Marketing,Sales,Sales Representative,3,11775,5,0,0,8,No,15,Travel_Frequently,2,2,2,4,0
1372,32,Female,Divorced,2,Technical Degree,Research & Development,Laboratory Technician,5,17124,1,1,0,0,No,26,Non-Travel,4,4,3,4,0
1373,50,Female,Single,3,Life Sciences,Sales,Sales Executive,2,5008,4,0,5,2,Yes,6,Travel_Rarely,4,4,4,2,0
1374,41,Female,Divorced,1,Technical Degree,Sales,Sales Representative,2,4501,2,3,2,1,No,26,Travel_Frequently,3,4,2,4,0
1375,35,Male,Divorced,1,Life Sciences,Research & Development,Laboratory Technician,2,6892,5,1,1,2,No,12,Travel_Rarely,4,4,3,3,0
1376,51,Male,Single,4,Medical,Research & Development,Manager,1,1439,26,2,3,2,No,19,Travel_Rarely,3,2,3,3,1
1377,40,Female,Married,2,Life Sciences,Sales,Sales Representative,2,4286,13,0,2,2,No,6,Travel_Rarely,2,3,3,1,0
1378,41,Male,Single,3,Life Sciences,Sales,Sales Representative,3,7208,0,1,10,4,No,11,Travel_Rarely,4,2,2,3,0
1379,38,Male,Married,5,Marketing,Sales,Sales Executive,2,4078,10,1,2,1,No,20,Travel_Rarely,3,2,3,1,0
1380,43,Male,Married,2,Medical,Sales,Sales Executive,1,2331,0,0,1,2,No,29,Non-Travel,1,3,4,3,1
1381,32,Female,Married,2,Life Sciences,Sales,Sales Representative,1,2253,15,0,2,0,No,20,Travel_Rarely,4,1,2,3,0
1382,39,Male,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,1,1614,1,1,4,3,No,10,Travel_Frequently,3,4,3,4,0
1383,58,Male,Married,4,Medical,Sales,Sales Executive,1,1419,2,1,2,1,No,26,Non-Travel,4,4,3,2,0
1384,35,Female,Married,4,Life Sciences,Research & Development,Research Scientist,3,7900,0,0,3,3,Yes,16,Travel_Rarely,4,2,3,4,0
1385,44,Male,Divorced,3,Marketing,Sales,Sales Executive,1,1275,0,1,10,1,No,27,Travel_Rarely,3,3,3,2,0
1386,37,Male,Divorced,3,Life Sciences,Human Resources,Human Resources,1,2584,6,0,2,0,Yes,18,Travel_Rarely,3,3,3,3,0
1387,47,Male,Single,1,Life Sciences,Sales,Sales Representative,1,2766,14,0,1,0,No,14,Travel_Rarely,3,4,1,4,0
1388,31,Male,Divorced,5,Life Sciences,Sales,Sales Executive,2,4712,4,1,3,7,Yes,4,Travel_Frequently,3,4,4,3,0
1389,58,Male,Single,4,Medical,Sales,Sales Executive,2,5137,6,0,3,1,No,27,Non-Travel,4,2,3,2,0
1390,40,Male,Divorced,1,Life Sciences,Research & Development,Research Scientist,1,3329,7,0,0,0,Yes,12,Travel_Frequently,4,3,2,3,0
1391,34,Female,Single,2,Life Sciences,Research & Development,Manager,1,2194,1,0,1,0,No,20,Travel_Rarely,1,3,3,2,0
1392,29,Male,Single,1,Other,Sales,Sales Executive,1,1810,0,1,4,1,No,27,Travel_Rarely,3,4,3,3,0
1393,32,Female,Married,2,Medical,Sales,Sales Executive,2,4378,0,0,2,0,Yes,23,Travel_Rarely,4,1,4,2,0
1394,41,Male,Married,3,Life Sciences,Sales,Sales Representative,1,2312,2,4,4,2,No,21,Travel_Rarely,3,1,4,4,0
1395,38,Male,Married,2,Medical,Research & Development,Manager,3,8915,1,0,1,1,Yes,8,Travel_Rarely,4,4,4,3,0
1396,48,Male,Single,1,Technical Degree,Research & Development,Healthcare Representative,1,1749,0,2,12,2,No,7,Non-Travel,4,4,2,1,1
1397,40,Male,Married,2,Life Sciences,Sales,Sales Representative,1,2196,0,0,1,0,No,26,Travel_Rarely,2,4,4,2,0
1398,35,Female,Divorced,5,Life Sciences,Sales,Sales Executive,2,3300,0,1,0,1,No,9,Travel_Rarely,3,3,4,2,0
1399,43,Male,Married,3,Marketing,Sales,Sales Representative,1,1599,12,1,1,2,No,24,Travel_Rarely,4,3,3,3,0
1400,45,Male,Single,2,Medical,Sales,Sales Executive,2,6982,0,0,2,0,No,25,Travel_Rarely,3,3,3,3,0
1401,32,Female,Married,1,Medical,Research & Development,Manufacturing Director,1,1528,3,0,1,1,Yes,17,Travel_Rarely,3,1,3,3,0
1402,32,Female,Single,5,Life Sciences,Sales,Sales Representative,2,5187,4,0,0,1,No,10,Non-Travel,4,3,3,4,0
1403,27,Female,Divorced,3,Life Sciences,Sales,Manager,2,6837,3,0,3,1,Yes,29,Travel_Rarely,4,1,2,2,0
1404,46,Male,Divorced,2,Medical,Sales,Sales Executive,3,6277,0,0,1,2,No,28,Travel_Rarely,2,2,1,4,0
1405,44,Female,Married,1,Life Sciences,Human Resources,Human Resources,1,1662,1,1,2,2,No,3,Travel_Rarely,1,4,2,2,1
1406,40,Male,Married,1,Medical,Research & Development,Research Scientist,1,2369,0,2,4,2,Yes,21,Travel_Rarely,2,2,3,2,0
1407,49,Male,Divorced,1,Medical,Sales,Sales Representative,1,3161,2,0,4,0,Yes,25,Travel_Frequently,3,4,3,4,1
1408,47,Male,Married,3,Life Sciences,Sales,Sales Representative,3,10675,1,0,1,1,Yes,8,Travel_Frequently,2,2,3,4,0
1409,43,Male,Divorced,4,Technical Degree,Sales,Sales Executive,3,11626,4,0,2,1,No,14,Travel_Rarely,3,2,2,2,0
1410,51,Male,Married,3,Marketing,Research & Development,Laboratory Technician,1,2389,5,0,1,2,No,26,Travel_Rarely,1,3,4,4,0
1411,33,Male,Divorced,3,Marketing,Sales,Sales Representative,1,1690,3,2,6,1,No,7,Travel_Rarely,3,4,4,4,0
1412,30,Female,Married,2,Life Sciences,Research & Development,Research Scientist,2,3636,2,1,6,1,No,16,Travel_Rarely,2,3,4,4,0
1413,35,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,1,2848,2,0,1,3,No,18,Travel_Rarely,3,4,3,1,0
1414,28,Male,Divorced,3,Medical,Research & Development,Research Scientist,1,3045,9,0,0,0,No,11,Travel_Rarely,3,1,2,4,1
1415,42,Male,Married,2,Life Sciences,Sales,Sales Representative,1,1822,1,2,0,6,No,6,Travel_Rarely,2,4,3,4,0
1416,55,Female,Married,2,Other,Research & Development,Research Scientist,2,4873,6,0,1,0,No,20,Travel_Rarely,4,2,2,3,0
1417,28,Male,Single,3,Life Sciences,Research & Development,Healthcare Representative,3,10970,7,0,2,3,No,21,Travel_Rarely,2,4,4,4,1
1418,30,Male,Married,1,Medical,Sales,Sales Executive,5,18816,2,1,3,1,No,14,Travel_Rarely,4,3,3,4,0
1419,40,Female,Married,2,Life Sciences,Sales,Sales Representative,1,1939,1,1,1,4,Yes,21,Travel_Rarely,4,4,3,3,0
1420,55,Female,Single,3,Medical,Sales,Sales Executive,2,4682,3,0,3,0,No,13,Travel_Rarely,3,3,3,1,0
1421,37,Male,Single,5,Life Sciences,Sales,Sales Representative,3,11037,0,3,8,1,No,4,Non-Travel,4,1,4,3,0
1422,41,Female,Married,3,Medical,Sales,Sales Executive,1,2898,0,0,3,1,No,20,Travel_Rarely,1,4,3,1,0
1423,28,Female,Married,3,Life Sciences,Research & Development,Research Scientist,2,5405,0,2,0,8,No,20,Travel_Frequently,3,2,3,2,1
1424,31,Female,Married,2,Technical Degree,Sales,Sales Executive,1,3050,1,0,2,7,No,11,Travel_Rarely,3,2,3,3,1
1425,59,Male,Single,3,Life Sciences,Human Resources,Human Resources,1,2746,3,1,2,0,No,18,Travel_Rarely,1,4,3,2,0
1426,57,Female,Married,3,Technical Degree,Sales,Manager,1,3451,9,3,6,2,No,1,Travel_Frequently,3,1,2,4,0
1427,19,Male,Single,4,Marketing,Human Resources,Human Resources,1,1024,1,0,1,2,No,12,Non-Travel,2,2,4,4,0
1428,56,Male,Married,2,Life Sciences,Sales,Sales Representative,2,4866,13,1,1,0,No,18,Travel_Frequently,4,3,3,3,0
1429,44,Male,Single,3,Marketing,Research & Development,Manager,1,1060,15,2,2,0,No,7,Travel_Rarely,4,4,1,4,0
1430,51,Male,Single,3,Life Sciences,Sales,Sales Executive,1,1122,15,0,2,7,Yes,12,Non-Travel,1,1,4,1,0
1431,40,Male,Single,2,Other,Sales,Sales Representative,1,2520,9,1,3,1,No,1,Travel_Rarely,2,3,3,4,0
1432,41,Female,Married,1,Medical,Research & Development,Laboratory Technician,3,8102,2,3,0,0,Yes,22,Travel_Rarely,3,4,4,4,0
1433,41,Male,Single,1,Life Sciences,Sales,Sales Executive,2,4186,0,1,2,1,Yes,4,Travel_Rarely,3,4,3,2,1
1434,44,Male,Married,1,Life Sciences,Research & Development,Research Scientist,2,6021,4,0,0,1,No,18,Travel_Rarely,4,4,3,2,0
1435,31,Male,Married,4,Life Sciences,Research & Development,Manager,2,4722,4,0,1,2,Yes,15,Travel_Rarely,3,4,2,2,0
1436,25,Male,Married,2,Human Resources,Research & Development,Laboratory Technician,1,2062,9,0,3,1,No,3,Travel_Rarely,1,3,2,4,0
1437,37,Female,Married,2,Life Sciences,Research & Development,Research Scientist,1,2106,27,0,0,1,No,7,Travel_Rarely,4,3,4,4,0
1438,45,Male,Divorced,3,Medical,Research & Development,Research Scientist,2,4730,3,1,1,0,No,6,Non-Travel,4,1,4,2,0
1439,33,Male,Single,2,Medical,Sales,Sales Representative,1,1545,2,0,3,1,Yes,15,Non-Travel,3,4,3,3,1
1440,45,Male,Married,3,Technical Degree,Research & Development,Laboratory Technician,1,3160,1,0,3,0,No,15,Travel_Rarely,3,4,3,1,0
1441,58,Male,Single,1,Life Sciences,Research & Development,Manufacturing Director,2,5472,0,0,0,4,No,6,Non-Travel,1,4,2,3,0
